TradeDate,Ticker,Open,High,Low,Close,MarketHoursVolume,CumulativePriceFactor,CumulativeVolumeFactor,AdjustmentFactor,AdjustmentReason,SecId
2019-08-23 00:00:00,AAPL,209.43,212.05,201.0,202.64,44252653,8.020965709630428,6.999999999999994,,,33449
2019-08-26 00:00:00,AAPL,205.97,207.19,205.06,206.49,24849169,8.020965709630428,6.999999999999994,,,33449
2019-08-27 00:00:00,AAPL,207.92,208.55,203.54,204.16,24099173,8.020965709630428,6.999999999999994,,,33449
2019-08-28 00:00:00,AAPL,204.17,205.72,203.33,205.53,14996645,8.020965709630428,6.999999999999994,,,33449
2019-08-29 00:00:00,AAPL,208.5,209.32,206.66,209.01,20368018,8.020965709630428,6.999999999999994,,,33449
2019-08-30 00:00:00,AAPL,210.0,210.45,207.2,208.74,19549858,8.020965709630428,6.999999999999994,,,33449
2019-09-03 00:00:00,AAPL,206.67,206.98,204.23,205.7,19006767,8.020965709630428,6.999999999999994,,,33449
2019-09-04 00:00:00,AAPL,208.39,209.48,207.32,209.19,18775905,8.020965709630428,6.999999999999994,,,33449
2019-09-05 00:00:00,AAPL,212.0,213.96,211.51,213.28,22533004,8.020965709630428,6.999999999999994,,,33449
2019-09-06 00:00:00,AAPL,214.07,214.42,212.52,213.26,18777767,8.020965709630428,6.999999999999994,,,33449
2019-09-09 00:00:00,AAPL,214.77,216.44,211.07,214.17,25946906,8.020965709630428,6.999999999999994,,,33449
2019-09-10 00:00:00,AAPL,213.86,216.78,211.71,216.7,29863091,8.020965709630428,6.999999999999994,,,33449
2019-09-11 00:00:00,AAPL,218.0,223.64,217.73,223.59,42548015,8.020965709630428,6.999999999999994,,,33449
2019-09-12 00:00:00,AAPL,224.8,226.42,222.88,223.09,30921089,8.020965709630428,6.999999999999994,,,33449
2019-09-13 00:00:00,AAPL,219.81,220.78,217.02,218.75,37867160,8.020965709630428,6.999999999999994,,,33449
2019-09-16 00:00:00,AAPL,217.64,220.12,217.56,219.9,20396971,8.020965709630428,6.999999999999994,,,33449
2019-09-17 00:00:00,AAPL,219.96,220.82,219.12,220.7,17390796,8.020965709630428,6.999999999999994,,,33449
2019-09-18 00:00:00,AAPL,221.01,222.85,219.45,222.77,24498535,8.020965709630428,6.999999999999994,,,33449
2019-09-19 00:00:00,AAPL,222.02,223.76,220.37,220.96,21356881,8.020965709630428,6.999999999999994,,,33449
2019-09-20 00:00:00,AAPL,221.5,222.55,217.48,217.73,48954180,8.020965709630428,6.999999999999994,,,33449
2019-09-23 00:00:00,AAPL,218.98,219.84,217.65,218.72,18491308,8.020965709630428,6.999999999999994,,,33449
2019-09-24 00:00:00,AAPL,221.08,222.48,217.19,217.68,29946137,8.020965709630428,6.999999999999994,,,33449
2019-09-25 00:00:00,AAPL,218.62,221.5,217.15,221.03,21256986,8.020965709630428,6.999999999999994,,,33449
2019-09-26 00:00:00,AAPL,219.94,220.94,218.83,219.89,18122249,8.020965709630428,6.999999999999994,,,33449
2019-09-27 00:00:00,AAPL,220.54,220.96,217.29,218.82,24128792,8.020965709630428,6.999999999999994,,,33449
2019-09-30 00:00:00,AAPL,220.85,224.58,220.8,223.97,24675613,8.020965709630428,6.999999999999994,,,33449
2019-10-01 00:00:00,AAPL,225.0,228.2,224.2,224.59,33832145,8.020965709630428,6.999999999999994,,,33449
2019-10-02 00:00:00,AAPL,223.12,223.58,217.93,218.96,33745684,8.020965709630428,6.999999999999994,,,33449
2019-10-03 00:00:00,AAPL,218.19,220.96,215.15,220.82,28169712,8.020965709630428,6.999999999999994,,,33449
2019-10-04 00:00:00,AAPL,225.54,227.49,223.91,227.01,32916702,8.020965709630428,6.999999999999994,,,33449
2019-10-07 00:00:00,AAPL,226.26,229.93,225.87,227.06,29792224,8.020965709630428,6.999999999999994,,,33449
2019-10-08 00:00:00,AAPL,225.87,228.06,224.33,224.4,26925152,8.020965709630428,6.999999999999994,,,33449
2019-10-09 00:00:00,AAPL,227.0,227.79,225.65,227.03,18120514,8.020965709630428,6.999999999999994,,,33449
2019-10-10 00:00:00,AAPL,227.9,230.44,227.3,230.09,27618191,8.020965709630428,6.999999999999994,,,33449
2019-10-11 00:00:00,AAPL,232.9,237.64,232.31,236.21,40979229,8.020965709630428,6.999999999999994,,,33449
2019-10-14 00:00:00,AAPL,235.0,238.13,234.67,235.87,23563371,8.020965709630428,6.999999999999994,,,33449
2019-10-15 00:00:00,AAPL,236.32,237.65,234.89,235.32,21303292,8.020965709630428,6.999999999999994,,,33449
2019-10-16 00:00:00,AAPL,233.26,235.24,233.2,234.37,17693957,8.020965709630428,6.999999999999994,,,33449
2019-10-17 00:00:00,AAPL,235.0,236.15,233.53,235.28,16485106,8.020965709630428,6.999999999999994,,,33449
2019-10-18 00:00:00,AAPL,234.53,237.58,234.29,236.41,23697983,8.020965709630428,6.999999999999994,,,33449
2019-10-21 00:00:00,AAPL,237.5,240.99,237.32,240.51,21184230,8.020965709630428,6.999999999999994,,,33449
2019-10-22 00:00:00,AAPL,241.15,242.2,239.63,239.96,19974155,8.020965709630428,6.999999999999994,,,33449
2019-10-23 00:00:00,AAPL,242.1,243.24,241.23,243.18,18307471,8.020965709630428,6.999999999999994,,,33449
2019-10-24 00:00:00,AAPL,244.69,244.8,241.81,243.58,16827902,8.020965709630428,6.999999999999994,,,33449
2019-10-25 00:00:00,AAPL,243.0,246.73,242.89,246.58,17231359,8.020965709630428,6.999999999999994,,,33449
2019-10-28 00:00:00,AAPL,247.38,249.25,246.73,249.05,23184847,8.020965709630428,6.999999999999994,,,33449
2019-10-29 00:00:00,AAPL,249.0,249.74,242.57,243.29,33604004,8.020965709630428,6.999999999999994,,,33449
2019-10-30 00:00:00,AAPL,244.77,245.3,241.21,243.26,26009122,8.020965709630428,6.999999999999994,,,33449
2019-10-31 00:00:00,AAPL,247.23,249.17,237.26,248.76,31615151,8.020965709630428,6.999999999999994,,,33449
2019-11-01 00:00:00,AAPL,249.5,255.93,249.17,255.82,36900628,8.020965709630428,6.999999999999994,,,33449
2019-11-04 00:00:00,AAPL,257.45,257.85,255.38,257.5,24732540,8.020965709630428,6.999999999999994,,,33449
2019-11-05 00:00:00,AAPL,257.03,258.19,256.32,257.13,18678923,8.020965709630428,6.999999999999994,,,33449
2019-11-06 00:00:00,AAPL,256.78,257.48,255.37,257.24,17043656,8.020965709630428,6.999999999999994,,,33449
2019-11-07 00:00:00,AAPL,258.69,260.35,258.11,259.43,22976633,8.045047058702108,6.999999999999994,0.99700668636293,CashDiv,33449
2019-11-08 00:00:00,AAPL,258.7,260.44,256.85,260.14,16876674,8.045047058702108,6.999999999999994,,,33449
2019-11-11 00:00:00,AAPL,258.28,262.47,258.3,262.2,19923636,8.045047058702108,6.999999999999994,,,33449
2019-11-12 00:00:00,AAPL,261.63,262.79,260.92,261.96,20793020,8.045047058702108,6.999999999999994,,,33449
2019-11-13 00:00:00,AAPL,261.1,264.78,261.07,264.47,25194384,8.045047058702108,6.999999999999994,,,33449
2019-11-14 00:00:00,AAPL,264.0,264.87,262.1,262.64,20756041,8.045047058702108,6.999999999999994,,,33449
2019-11-15 00:00:00,AAPL,264.0,265.78,263.01,265.76,24034319,8.045047058702108,6.999999999999994,,,33449
2019-11-18 00:00:00,AAPL,265.74,267.43,264.23,267.1,19849242,8.045047058702108,6.999999999999994,,,33449
2019-11-19 00:00:00,AAPL,267.96,268.0,265.4,266.29,16454968,8.045047058702108,6.999999999999994,,,33449
2019-11-20 00:00:00,AAPL,265.69,266.08,260.4,263.19,24244203,8.045047058702108,6.999999999999994,,,33449
2019-11-21 00:00:00,AAPL,263.59,264.0,261.18,262.01,28684785,8.045047058702108,6.999999999999994,,,33449
2019-11-22 00:00:00,AAPL,262.5,263.18,260.84,261.78,15349630,8.045047058702108,6.999999999999994,,,33449
2019-11-25 00:00:00,AAPL,262.52,266.44,262.55,266.37,18864479,8.045047058702108,6.999999999999994,,,33449
2019-11-26 00:00:00,AAPL,267.0,267.16,262.5,264.29,21778699,8.045047058702108,6.999999999999994,,,33449
2019-11-27 00:00:00,AAPL,265.84,267.98,265.32,267.84,15313242,8.045047058702108,6.999999999999994,,,33449
